season,episode,overall_episode,speaker,num_words
1,1,1,Angela,
1,1,1,Dwight,
1,1,1,Jan,
1,1,1,Jim,
1,1,1,Kevin,
1,1,1,Michael,
1,1,1,Oscar,
1,1,1,Pam,
1,1,1,Phyllis,
1,1,1,Roy,
1,1,1,Ryan,
1,1,1,Stanley,
1,1,1,Todd Packer,
1,2,2,Angela,
1,2,2,Dwight,
1,2,2,Jim,
1,2,2,Kelly,
1,2,2,Kevin,
1,2,2,Michael,
1,2,2,Oscar,
1,2,2,Pam,
1,2,2,Ryan,
1,2,2,Stanley,
1,2,2,Toby,
1,3,3,Angela,
1,3,3,Dwight,
1,3,3,Jan,
1,3,3,Jim,
1,3,3,Kevin,
1,3,3,Meredith,
1,3,3,Michael,
1,3,3,Oscar,
1,3,3,Pam,
1,3,3,Ryan,
1,3,3,Stanley,
1,4,4,Angela,
1,4,4,Dwight,
1,4,4,Jim,
1,4,4,Kevin,
1,4,4,Meredith,
1,4,4,Michael,
1,4,4,Oscar,
1,4,4,Pam,
1,4,4,Phyllis,
1,4,4,Roy,
1,4,4,Ryan,
1,4,4,Stanley,
1,4,4,Toby,
1,5,5,Angela,
1,5,5,Darryl,
1,5,5,Dwight,
1,5,5,Jim,
1,5,5,Kevin,
1,5,5,Michael,
1,5,5,Oscar,
1,5,5,Pam,
1,5,5,Phyllis,
1,5,5,Roy,
1,5,5,Ryan,
1,5,5,Stanley,
1,6,6,Angela,
1,6,6,Dwight,
1,6,6,Jan,
1,6,6,Jim,
1,6,6,Kevin,
1,6,6,Michael,
1,6,6,Oscar,
1,6,6,Pam,
1,6,6,Roy,
1,6,6,Ryan,
1,6,6,Stanley,
1,6,6,Toby,
2,1,7,Angela,
2,1,7,Darryl,
2,1,7,Dwight,
2,1,7,Jan,
2,1,7,Jim,
2,1,7,Kelly,
2,1,7,Kevin,
2,1,7,Michael,
2,1,7,Oscar,
2,1,7,Pam,
2,1,7,Phyllis,
2,1,7,Roy,
2,1,7,Ryan,
2,1,7,Stanley,
2,2,8,Angela,
2,2,8,Darryl,
2,2,8,Dwight,
2,2,8,Jan,
2,2,8,Jim,
2,2,8,Kevin,
2,2,8,Meredith,
2,2,8,Michael,
2,2,8,Pam,
2,2,8,Phyllis,
2,2,8,Roy,
2,2,8,Ryan,
2,2,8,Stanley,
2,2,8,Toby,
2,2,8,Todd Packer,
2,3,9,Angela,
2,3,9,Dwight,
2,3,9,Jim,
2,3,9,Kevin,
2,3,9,Meredith,
2,3,9,Michael,
2,3,9,Oscar,
2,3,9,Pam,
2,3,9,Phyllis,
2,3,9,Ryan,
2,3,9,Stanley,
2,4,10,Angela,
2,4,10,Dwight,
2,4,10,Jim,
2,4,10,Kelly,
2,4,10,Kevin,
2,4,10,Meredith,
2,4,10,Michael,
2,4,10,Oscar,
2,4,10,Pam,
2,4,10,Phyllis,
2,4,10,Roy,
2,4,10,Ryan,
2,4,10,Stanley,
2,5,11,Angela,
2,5,11,Creed,
2,5,11,Dwight,
2,5,11,Jim,
2,5,11,Kelly,
2,5,11,Kevin,
2,5,11,Michael,
2,5,11,Oscar,
2,5,11,Pam,
2,5,11,Phyllis,
2,5,11,Ryan,
2,5,11,Stanley,
2,6,12,Angela,
2,6,12,Dwight,
2,6,12,Jim,
2,6,12,Kelly,
2,6,12,Kevin,
2,6,12,Michael,
2,6,12,Pam,
2,6,12,Ryan,
2,6,12,Stanley,
2,6,12,Toby,
2,7,13,Dwight,
2,7,13,Jan,
2,7,13,Jim,
2,7,13,Kelly,
2,7,13,Kevin,
2,7,13,Michael,
2,7,13,Oscar,
2,7,13,Pam,
2,7,13,Phyllis,
2,7,13,Roy,
2,7,13,Ryan,
2,7,13,Toby,
2,8,14,Angela,
2,8,14,Creed,
2,8,14,Dwight,
2,8,14,Jan,
2,8,14,Jim,
2,8,14,Kelly,
2,8,14,Kevin,
2,8,14,Michael,
2,8,14,Oscar,
2,8,14,Pam,
2,8,14,Phyllis,
2,8,14,Ryan,
2,8,14,Stanley,
2,8,14,Toby,
2,9,15,Angela,
2,9,15,Dwight,
2,9,15,Jim,
2,9,15,Kelly,
2,9,15,Kevin,
2,9,15,Michael,
2,9,15,Oscar,
2,9,15,Pam,
2,9,15,Phyllis,
2,9,15,Ryan,
2,9,15,Stanley,
2,10,16,Angela,
2,10,16,Creed,
2,10,16,Darryl,
2,10,16,Dwight,
2,10,16,Jim,
2,10,16,Kelly,
2,10,16,Kevin,
2,10,16,Meredith,
2,10,16,Michael,
2,10,16,Oscar,
2,10,16,Pam,
2,10,16,Phyllis,
2,10,16,Roy,
2,10,16,Ryan,
2,10,16,Stanley,
2,10,16,Toby,
2,10,16,Todd Packer,
2,11,17,Angela,
2,11,17,Creed,
2,11,17,Darryl,
2,11,17,Dwight,
2,11,17,Jim,
2,11,17,Kelly,
2,11,17,Meredith,
2,11,17,Michael,
2,11,17,Oscar,
2,11,17,Pam,
2,11,17,Phyllis,
2,11,17,Roy,
2,11,17,Ryan,
2,11,17,Stanley,
2,12,18,Angela,
2,12,18,Creed,
2,12,18,Dwight,
2,12,18,Jim,
2,12,18,Kelly,
2,12,18,Kevin,
2,12,18,Meredith,
2,12,18,Michael,
2,12,18,Oscar,
2,12,18,Pam,
2,12,18,Phyllis,
2,12,18,Ryan,
2,12,18,Stanley,
2,12,18,Toby,
2,13,19,Angela,
2,13,19,Creed,
2,13,19,Dwight,
2,13,19,Jim,
2,13,19,Kelly,
2,13,19,Kevin,
2,13,19,Michael,
2,13,19,Oscar,
2,13,19,Pam,
2,13,19,Ryan,
2,13,19,Stanley,
2,13,19,Toby,
2,14,20,Angela,
2,14,20,Creed,
2,14,20,Darryl,
2,14,20,Dwight,
2,14,20,Jim,
2,14,20,Kelly,
2,14,20,Kevin,
2,14,20,Michael,
2,14,20,Oscar,
2,14,20,Pam,
2,14,20,Phyllis,
2,14,20,Roy,
2,14,20,Ryan,
2,14,20,Stanley,
2,14,20,Toby,
2,14,20,Todd Packer,
2,15,21,Angela,
2,15,21,Darryl,
2,15,21,Dwight,
2,15,21,Jan,
2,15,21,Jim,
2,15,21,Kelly,
2,15,21,Kevin,
2,15,21,Meredith,
2,15,21,Michael,
2,15,21,Pam,
2,15,21,Phyllis,
2,15,21,Roy,
2,15,21,Ryan,
2,15,21,Stanley,
2,16,22,Angela,
2,16,22,Creed,
2,16,22,David,
2,16,22,Dwight,
2,16,22,Jan,
2,16,22,Jim,
2,16,22,Kelly,
2,16,22,Kevin,
2,16,22,Meredith,
2,16,22,Michael,
2,16,22,Oscar,
2,16,22,Pam,
2,16,22,Phyllis,
2,16,22,Roy,
2,16,22,Ryan,
2,17,23,Angela,
2,17,23,Creed,
2,17,23,Dwight,
2,17,23,Jim,
2,17,23,Kelly,
2,17,23,Kevin,
2,17,23,Meredith,
2,17,23,Michael,
2,17,23,Oscar,
2,17,23,Pam,
2,17,23,Phyllis,
2,17,23,Ryan,
2,17,23,Stanley,
2,17,23,Toby,
2,18,24,Angela,
2,18,24,Creed,
2,18,24,Darryl,
2,18,24,Dwight,
2,18,24,Jim,
2,18,24,Kelly,
2,18,24,Kevin,
2,18,24,Meredith,
2,18,24,Michael,
2,18,24,Oscar,
2,18,24,Pam,
2,18,24,Roy,
2,18,24,Ryan,
2,18,24,Stanley,
2,18,24,Toby,
2,19,25,Angela,
2,19,25,Dwight,
2,19,25,Jan,
2,19,25,Jim,
2,19,25,Kelly,
2,19,25,Kevin,
2,19,25,Meredith,
2,19,25,Michael,
2,19,25,Oscar,
2,19,25,Pam,
2,19,25,Phyllis,
2,19,25,Ryan,
2,19,25,Stanley,
2,19,25,Toby,
2,20,26,Angela,
2,20,26,Creed,
2,20,26,Dwight,
2,20,26,Jim,
2,20,26,Kelly,
2,20,26,Kevin,
2,20,26,Michael,
2,20,26,Oscar,
2,20,26,Pam,
2,20,26,Phyllis,
2,20,26,Ryan,
2,20,26,Stanley,
2,20,26,Toby,
2,21,27,Angela,
2,21,27,Creed,
2,21,27,Dwight,
2,21,27,Jim,
2,21,27,Kelly,
2,21,27,Kevin,
2,21,27,Michael,
2,21,27,Oscar,
2,21,27,Pam,
2,21,27,Phyllis,
2,21,27,Ryan,
2,21,27,Stanley,
2,21,27,Toby,
2,22,28,Angela,
2,22,28,Creed,
2,22,28,Darryl,
2,22,28,Dwight,
2,22,28,Jan,
2,22,28,Jim,
2,22,28,Kelly,
2,22,28,Kevin,
2,22,28,Meredith,
2,22,28,Michael,
2,22,28,Oscar,
2,22,28,Pam,
2,22,28,Phyllis,
2,22,28,Roy,
2,22,28,Ryan,
2,22,28,Stanley,
2,22,28,Toby,
3,1,29,Andy,
3,1,29,Angela,
3,1,29,Creed,
3,1,29,Dwight,
3,1,29,Jan,
3,1,29,Jim,
3,1,29,Karen,
3,1,29,Kelly,
3,1,29,Kevin,
3,1,29,Meredith,
3,1,29,Michael,
3,1,29,Oscar,
3,1,29,Pam,
3,1,29,Phyllis,
3,1,29,Roy,
3,1,29,Ryan,
3,1,29,Stanley,
3,1,29,Toby,
3,2,30,Angela,
3,2,30,Creed,
3,2,30,Dwight,
3,2,30,Jan,
3,2,30,Jim,
3,2,30,Kelly,
3,2,30,Kevin,
3,2,30,Meredith,
3,2,30,Michael,
3,2,30,Pam,
3,2,30,Phyllis,
3,2,30,Ryan,
3,2,30,Stanley,
3,2,30,Toby,
3,3,31,Andy,
3,3,31,Angela,
3,3,31,Creed,
3,3,31,Dwight,
3,3,31,Jan,
3,3,31,Jim,
3,3,31,Karen,
3,3,31,Kelly,
3,3,31,Kevin,
3,3,31,Michael,
3,3,31,Pam,
3,3,31,Phyllis,
3,3,31,Roy,
3,3,31,Ryan,
3,3,31,Stanley,
3,4,32,Andy,
3,4,32,Angela,
3,4,32,Creed,
3,4,32,Dwight,
3,4,32,Jan,
3,4,32,Jim,
3,4,32,Karen,
3,4,32,Kelly,
3,4,32,Kevin,
3,4,32,Meredith,
3,4,32,Michael,
3,4,32,Pam,
3,4,32,Phyllis,
3,4,32,Roy,
3,4,32,Ryan,
3,4,32,Stanley,
3,4,32,Toby,
3,5,33,Andy,
3,5,33,Angela,
3,5,33,Dwight,
3,5,33,Jan,
3,5,33,Jim,
3,5,33,Karen,
3,5,33,Kelly,
3,5,33,Kevin,
3,5,33,Michael,
3,5,33,Pam,
3,5,33,Phyllis,
3,5,33,Ryan,
3,5,33,Stanley,
3,5,33,Toby,
3,6,34,Andy,
3,6,34,Angela,
3,6,34,Creed,
3,6,34,Dwight,
3,6,34,Jan,
3,6,34,Jim,
3,6,34,Karen,
3,6,34,Kelly,
3,6,34,Kevin,
3,6,34,Meredith,
3,6,34,Michael,
3,6,34,Pam,
3,6,34,Phyllis,
3,6,34,Roy,
3,6,34,Ryan,
3,6,34,Stanley,
3,6,34,Toby,
3,7,35,Andy,
3,7,35,Angela,
3,7,35,Darryl,
3,7,35,Dwight,
3,7,35,Jan,
3,7,35,Jim,
3,7,35,Karen,
3,7,35,Kelly,
3,7,35,Kevin,
3,7,35,Michael,
3,7,35,Pam,
3,7,35,Phyllis,
3,7,35,Roy,
3,7,35,Ryan,
3,7,35,Stanley,
3,7,35,Toby,
3,8,36,Andy,
3,8,36,Angela,
3,8,36,Creed,
3,8,36,Dwight,
3,8,36,Jan,
3,8,36,Jim,
3,8,36,Karen,
3,8,36,Kelly,
3,8,36,Kevin,
3,8,36,Meredith,
3,8,36,Michael,
3,8,36,Pam,
3,8,36,Phyllis,
3,8,36,Ryan,
3,8,36,Stanley,
3,8,36,Toby,
3,9,37,Andy,
3,9,37,Angela,
3,9,37,Creed,
3,9,37,Dwight,
3,9,37,Jan,
3,9,37,Jim,
3,9,37,Karen,
3,9,37,Kevin,
3,9,37,Meredith,
3,9,37,Michael,
3,9,37,Pam,
3,9,37,Phyllis,
3,9,37,Ryan,
3,9,37,Stanley,
3,9,37,Toby,
3,10,38,Andy,
3,10,38,Angela,
3,10,38,Creed,
3,10,38,Darryl,
3,10,38,Dwight,
3,10,38,Jim,
3,10,38,Karen,
3,10,38,Kelly,
3,10,38,Kevin,
3,10,38,Meredith,
3,10,38,Michael,
3,10,38,Oscar,
3,10,38,Pam,
3,10,38,Phyllis,
3,10,38,Roy,
3,10,38,Ryan,
3,10,38,Stanley,
3,10,38,Toby,
3,11,39,Andy,
3,11,39,Angela,
3,11,39,Creed,
3,11,39,Darryl,
3,11,39,Dwight,
3,11,39,Jan,
3,11,39,Jim,
3,11,39,Karen,
3,11,39,Kelly,
3,11,39,Kevin,
3,11,39,Meredith,
3,11,39,Michael,
3,11,39,Pam,
3,11,39,Phyllis,
3,11,39,Roy,
3,11,39,Ryan,
3,11,39,Stanley,
3,11,39,Toby,
3,12,40,Andy,
3,12,40,Angela,
3,12,40,Dwight,
3,12,40,Jan,
3,12,40,Jim,
3,12,40,Karen,
3,12,40,Kelly,
3,12,40,Kevin,
3,12,40,Michael,
3,12,40,Pam,
3,12,40,Phyllis,
3,12,40,Ryan,
3,12,40,Stanley,
3,13,41,Andy,
3,13,41,Angela,
3,13,41,Creed,
3,13,41,Dwight,
3,13,41,Jim,
3,13,41,Karen,
3,13,41,Kevin,
3,13,41,Meredith,
3,13,41,Michael,
3,13,41,Oscar,
3,13,41,Pam,
3,13,41,Phyllis,
3,13,41,Ryan,
3,13,41,Stanley,
3,14,42,Angela,
3,14,42,Dwight,
3,14,42,Jan,
3,14,42,Jim,
3,14,42,Karen,
3,14,42,Kelly,
3,14,42,Kevin,
3,14,42,Meredith,
3,14,42,Michael,
3,14,42,Pam,
3,14,42,Roy,
3,14,42,Ryan,
3,14,42,Stanley,
3,15,43,Angela,
3,15,43,Dwight,
3,15,43,Jim,
3,15,43,Karen,
3,15,43,Kelly,
3,15,43,Kevin,
3,15,43,Meredith,
3,15,43,Michael,
3,15,43,Pam,
3,15,43,Phyllis,
3,15,43,Roy,
3,15,43,Stanley,
3,15,43,Toby,
3,16,44,Angela,
3,16,44,Creed,
3,16,44,Dwight,
3,16,44,Jim,
3,16,44,Karen,
3,16,44,Kelly,
3,16,44,Kevin,
3,16,44,Meredith,
3,16,44,Michael,
3,16,44,Oscar,
3,16,44,Pam,
3,16,44,Roy,
3,16,44,Ryan,
3,16,44,Stanley,
3,16,44,Toby,
3,17,45,Angela,
3,17,45,Creed,
3,17,45,David,
3,17,45,Dwight,
3,17,45,Jan,
3,17,45,Jim,
3,17,45,Karen,
3,17,45,Kelly,
3,17,45,Kevin,
3,17,45,Meredith,
3,17,45,Michael,
3,17,45,Oscar,
3,17,45,Pam,
3,17,45,Roy,
3,17,45,Ryan,
3,17,45,Stanley,
3,17,45,Toby,
3,18,46,Andy,
3,18,46,Angela,
3,18,46,Creed,
3,18,46,Darryl,
3,18,46,Dwight,
3,18,46,Jan,
3,18,46,Jim,
3,18,46,Karen,
3,18,46,Kelly,
3,18,46,Kevin,
3,18,46,Michael,
3,18,46,Oscar,
3,18,46,Pam,
3,18,46,Phyllis,
3,18,46,Roy,
3,18,46,Ryan,
3,18,46,Stanley,
3,18,46,Toby,
3,19,47,Andy,
3,19,47,Angela,
3,19,47,Creed,
3,19,47,Darryl,
3,19,47,Dwight,
3,19,47,Jim,
3,19,47,Karen,
3,19,47,Kelly,
3,19,47,Kevin,
3,19,47,Michael,
3,19,47,Oscar,
3,19,47,Pam,
3,19,47,Phyllis,
3,19,47,Ryan,
3,19,47,Stanley,
3,19,47,Toby,
3,20,48,Andy,
3,20,48,Angela,
3,20,48,Creed,
3,20,48,Dwight,
3,20,48,Jim,
3,20,48,Karen,
3,20,48,Kelly,
3,20,48,Kevin,
3,20,48,Michael,
3,20,48,Oscar,
3,20,48,Pam,
3,20,48,Phyllis,
3,20,48,Ryan,
3,20,48,Stanley,
3,21,49,Andy,
3,21,49,Angela,
3,21,49,Creed,
3,21,49,Dwight,
3,21,49,Jan,
3,21,49,Jim,
3,21,49,Karen,
3,21,49,Kelly,
3,21,49,Kevin,
3,21,49,Meredith,
3,21,49,Michael,
3,21,49,Pam,
3,21,49,Phyllis,
3,21,49,Ryan,
3,21,49,Stanley,
3,21,49,Toby,
3,22,50,Andy,
3,22,50,Angela,
3,22,50,Creed,
3,22,50,David,
3,22,50,Dwight,
3,22,50,Jim,
3,22,50,Karen,
3,22,50,Kelly,
3,22,50,Kevin,
3,22,50,Meredith,
3,22,50,Michael,
3,22,50,Oscar,
3,22,50,Pam,
3,22,50,Phyllis,
3,22,50,Ryan,
3,22,50,Stanley,
3,22,50,Toby,
3,23,51,Andy,
3,23,51,Angela,
3,23,51,Creed,
3,23,51,David,
3,23,51,Dwight,
3,23,51,Jan,
3,23,51,Jim,
3,23,51,Karen,
3,23,51,Kelly,
3,23,51,Kevin,
3,23,51,Meredith,
3,23,51,Michael,
3,23,51,Oscar,
3,23,51,Pam,
3,23,51,Phyllis,
3,23,51,Ryan,
3,23,51,Stanley,
4,1,52,Andy,
4,1,52,Angela,
4,1,52,Creed,
4,1,52,Darryl,
4,1,52,Dwight,
4,1,52,Jan,
4,1,52,Jim,
4,1,52,Kelly,
4,1,52,Kevin,
4,1,52,Meredith,
4,1,52,Michael,
4,1,52,Oscar,
4,1,52,Pam,
4,1,52,Phyllis,
4,1,52,Ryan,
4,1,52,Stanley,
4,1,52,Toby,
4,2,53,Andy,
4,2,53,Angela,
4,2,53,Creed,
4,2,53,Dwight,
4,2,53,Jan,
4,2,53,Jim,
4,2,53,Kelly,
4,2,53,Kevin,
4,2,53,Michael,
4,2,53,Oscar,
4,2,53,Pam,
4,2,53,Phyllis,
4,2,53,Ryan,
4,2,53,Stanley,
4,2,53,Toby,
4,3,54,Andy,
4,3,54,Angela,
4,3,54,Creed,
4,3,54,Darryl,
4,3,54,Dwight,
4,3,54,Jan,
4,3,54,Jim,
4,3,54,Kelly,
4,3,54,Kevin,
4,3,54,Meredith,
4,3,54,Michael,
4,3,54,Oscar,
4,3,54,Pam,
4,3,54,Phyllis,
4,3,54,Ryan,
4,3,54,Stanley,
4,3,54,Toby,
4,4,55,Andy,
4,4,55,Angela,
4,4,55,Creed,
4,4,55,Darryl,
4,4,55,Dwight,
4,4,55,Jan,
4,4,55,Jim,
4,4,55,Kelly,
4,4,55,Kevin,
4,4,55,Meredith,
4,4,55,Michael,
4,4,55,Oscar,
4,4,55,Pam,
4,4,55,Phyllis,
4,4,55,Ryan,
4,4,55,Stanley,
4,4,55,Toby,
4,5,56,Andy,
4,5,56,Angela,
4,5,56,Creed,
4,5,56,Darryl,
4,5,56,David Wallace,
4,5,56,Dwight,
4,5,56,Jim,
4,5,56,Kevin,
4,5,56,Meredith,
4,5,56,Michael,
4,5,56,Oscar,
4,5,56,Pam,
4,5,56,Phyllis,
4,5,56,Ryan,
4,5,56,Stanley,
4,5,56,Toby,
4,6,57,Andy,
4,6,57,Angela,
4,6,57,Dwight,
4,6,57,Jim,
4,6,57,Karen,
4,6,57,Kevin,
4,6,57,Meredith,
4,6,57,Michael,
4,6,57,Oscar,
4,6,57,Pam,
4,6,57,Phyllis,
4,6,57,Stanley,
4,6,57,Toby,
4,7,58,Andy,
4,7,58,Angela,
4,7,58,Creed,
4,7,58,Dwight,
4,7,58,Jim,
4,7,58,Kelly,
4,7,58,Kevin,
4,7,58,Meredith,
4,7,58,Michael,
4,7,58,Oscar,
4,7,58,Pam,
4,7,58,Phyllis,
4,7,58,Stanley,
4,7,58,Toby,
4,8,59,Andy,
4,8,59,Angela,
4,8,59,Creed,
4,8,59,Darryl,
4,8,59,David,
4,8,59,David Wallace,
4,8,59,Dwight,
4,8,59,Jan,
4,8,59,Jim,
4,8,59,Kelly,
4,8,59,Kevin,
4,8,59,Meredith,
4,8,59,Michael,
4,8,59,Oscar,
4,8,59,Pam,
4,8,59,Phyllis,
4,8,59,Ryan,
4,8,59,Stanley,
4,8,59,Toby,
4,9,60,Andy,
4,9,60,Angela,
4,9,60,Dwight,
4,9,60,Jan,
4,9,60,Jim,
4,9,60,Michael,
4,9,60,Pam,
4,9,60,Phyllis,
4,9,60,Stanley,
4,10,61,Andy,
4,10,61,Angela,
4,10,61,Creed,
4,10,61,Dwight,
4,10,61,Jim,
4,10,61,Kelly,
4,10,61,Kevin,
4,10,61,Michael,
4,10,61,Oscar,
4,10,61,Pam,
4,10,61,Phyllis,
4,10,61,Stanley,
4,10,61,Toby,
4,11,62,Andy,
4,11,62,Angela,
4,11,62,Creed,
4,11,62,Dwight,
4,11,62,Jim,
4,11,62,Kelly,
4,11,62,Kevin,
4,11,62,Meredith,
4,11,62,Michael,
4,11,62,Oscar,
4,11,62,Pam,
4,11,62,Phyllis,
4,11,62,Ryan,
4,11,62,Stanley,
4,11,62,Toby,
4,12,63,Andy,
4,12,63,Angela,
4,12,63,Creed,
4,12,63,Darryl,
4,12,63,Dwight,
4,12,63,Jim,
4,12,63,Kelly,
4,12,63,Kevin,
4,12,63,Meredith,
4,12,63,Michael,
4,12,63,Oscar,
4,12,63,Pam,
4,12,63,Phyllis,
4,12,63,Ryan,
4,12,63,Stanley,
4,12,63,Toby,
4,13,64,Andy,
4,13,64,Angela,
4,13,64,Creed,
4,13,64,Darryl,
4,13,64,Dwight,
4,13,64,Jim,
4,13,64,Kelly,
4,13,64,Kevin,
4,13,64,Meredith,
4,13,64,Michael,
4,13,64,Oscar,
4,13,64,Pam,
4,13,64,Phyllis,
4,14,65,Andy,
4,14,65,Angela,
4,14,65,Creed,
4,14,65,Darryl,
4,14,65,Dwight,
4,14,65,Holly,
4,14,65,Jan,
4,14,65,Jim,
4,14,65,Kelly,
4,14,65,Kevin,
4,14,65,Meredith,
4,14,65,Michael,
4,14,65,Oscar,
4,14,65,Pam,
4,14,65,Phyllis,
4,14,65,Ryan,
4,14,65,Stanley,
4,14,65,Toby,
5,1,66,Andy,
5,1,66,Angela,
5,1,66,Creed,
5,1,66,Darryl,
5,1,66,Dwight,
5,1,66,Holly,
5,1,66,Jan,
5,1,66,Jim,
5,1,66,Kelly,
5,1,66,Kevin,
5,1,66,Meredith,
5,1,66,Michael,
5,1,66,Oscar,
5,1,66,Pam,
5,1,66,Phyllis,
5,1,66,Ryan,
5,1,66,Stanley,
5,1,66,Toby,
5,2,67,Andy,
5,2,67,Angela,
5,2,67,Creed,
5,2,67,Dwight,
5,2,67,Holly,
5,2,67,Jim,
5,2,67,Kelly,
5,2,67,Kevin,
5,2,67,Meredith,
5,2,67,Michael,
5,2,67,Oscar,
5,2,67,Pam,
5,2,67,Phyllis,
5,2,67,Ryan,
5,2,67,Stanley,
5,3,68,Andy,
5,3,68,Angela,
5,3,68,Creed,
5,3,68,Darryl,
5,3,68,Dwight,
5,3,68,Holly,
5,3,68,Jan,
5,3,68,Jim,
5,3,68,Kelly,
5,3,68,Kevin,
5,3,68,Meredith,
5,3,68,Michael,
5,3,68,Oscar,
5,3,68,Pam,
5,3,68,Phyllis,
5,3,68,Stanley,
5,3,68,Toby,
5,4,69,Andy,
5,4,69,Angela,
5,4,69,Creed,
5,4,69,Darryl,
5,4,69,David Wallace,
5,4,69,Dwight,
5,4,69,Holly,
5,4,69,Jim,
5,4,69,Kevin,
5,4,69,Michael,
5,4,69,Oscar,
5,4,69,Pam,
5,4,69,Phyllis,
5,4,69,Roy,
5,4,69,Stanley,
